Age,Years Work Experience,Income,ZIP Code,Family Size,Monthly Credit Card Spending,Education Level,Value of Mortgage,Personal Loan,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone
55,29,62000,90089,1,200,Undergrad,0,No,34.02158,-118.2856,Los Angeles,CA,California,TRUE,,3740,4429.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
35,9,131000,90089,3,300,Advanced/Professional,0,Yes,34.02158,-118.2856,Los Angeles,CA,California,TRUE,,3740,4429.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
42,18,54000,90089,1,1800,Undergrad,0,No,34.02158,-118.2856,Los Angeles,CA,California,TRUE,,3740,4429.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
46,22,141000,90089,2,3300,Undergrad,0,No,34.02158,-118.2856,Los Angeles,CA,California,TRUE,,3740,4429.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
55,31,69000,90089,1,2700,Graduate,0,No,34.02158,-118.2856,Los Angeles,CA,California,TRUE,,3740,4429.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
46,20,105000,90089,4,3200,Undergrad,0,Yes,34.02158,-118.2856,Los Angeles,CA,California,TRUE,,3740,4429.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
43,18,88000,90089,4,1100,Graduate,0,No,34.02158,-118.2856,Los Angeles,CA,California,TRUE,,3740,4429.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
42,17,73000,90089,4,400,Undergrad,0,No,34.02158,-118.2856,Los Angeles,CA,California,TRUE,,3740,4429.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
25,-1,113000,90089,4,2100,Advanced/Professional,0,No,34.02158,-118.2856,Los Angeles,CA,California,TRUE,,3740,4429.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
24,-3,28000,90089,4,1000,Advanced/Professional,0,No,34.02158,-118.2856,Los Angeles,CA,California,TRUE,,3740,4429.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
46,21,51000,90089,4,1900,Advanced/Professional,0,No,34.02158,-118.2856,Los Angeles,CA,California,TRUE,,3740,4429.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
34,10,152000,90089,2,6500,Undergrad,0,No,34.02158,-118.2856,Los Angeles,CA,California,TRUE,,3740,4429.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
43,19,132000,90089,1,5000,Undergrad,0,No,34.02158,-118.2856,Los Angeles,CA,California,TRUE,,3740,4429.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
37,12,132000,90089,2,3900,Undergrad,0,No,34.02158,-118.2856,Los Angeles,CA,California,TRUE,,3740,4429.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
51,25,175000,90089,3,700,Undergrad,312000,Yes,34.02158,-118.2856,Los Angeles,CA,California,TRUE,,3740,4429.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
56,30,195000,90089,1,2900,Undergrad,0,No,34.02158,-118.2856,Los Angeles,CA,California,TRUE,,3740,4429.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
45,18,44000,90089,3,1000,Graduate,193000,No,34.02158,-118.2856,Los Angeles,CA,California,TRUE,,3740,4429.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
52,28,43000,90089,4,1100,Graduate,0,No,34.02158,-118.2856,Los Angeles,CA,California,TRUE,,3740,4429.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
26,0,49000,90089,3,2400,Graduate,0,No,34.02158,-118.2856,Los Angeles,CA,California,TRUE,,3740,4429.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
41,16,9000,90089,2,300,Graduate,0,No,34.02158,-118.2856,Los Angeles,CA,California,TRUE,,3740,4429.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
26,1,35000,90089,2,1700,Graduate,119000,No,34.02158,-118.2856,Los Angeles,CA,California,TRUE,,3740,4429.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
52,28,62000,90089,1,1800,Advanced/Professional,0,No,34.02158,-118.2856,Los Angeles,CA,California,TRUE,,3740,4429.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
47,23,19000,90089,1,1000,Undergrad,0,No,34.02158,-118.2856,Los Angeles,CA,California,TRUE,,3740,4429.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
39,15,11000,94720,1,1000,Undergrad,0,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
55,28,21000,94720,1,500,Graduate,0,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
59,35,121000,94720,1,2900,Undergrad,0,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
57,31,52000,94720,4,2500,Undergrad,0,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
61,37,131000,94720,1,2900,Undergrad,0,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
50,26,19000,94720,2,400,Undergrad,118000,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
32,6,79000,94720,2,1500,Advanced/Professional,0,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
44,18,55000,94720,1,200,Undergrad,0,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
39,13,93000,94720,1,1500,Advanced/Professional,0,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
47,22,92000,94720,1,2800,Graduate,0,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
38,8,71000,94720,4,1800,Advanced/Professional,0,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
63,38,61000,94720,2,1500,Undergrad,0,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
32,8,128000,94720,2,4330,Undergrad,0,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
62,38,24000,94720,2,1000,Undergrad,116000,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
50,24,173000,94720,1,1000,Undergrad,0,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
40,10,44000,94720,3,2000,Advanced/Professional,0,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
57,32,21000,94720,1,300,Advanced/Professional,117000,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
28,2,149000,94720,2,7200,Undergrad,0,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
28,4,103000,94720,2,2500,Undergrad,0,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
63,38,28000,94720,2,500,Graduate,89000,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
57,32,165000,94720,4,2700,Advanced/Professional,0,Yes,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
63,38,52000,94720,2,2800,Undergrad,0,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
34,9,164000,94720,1,6000,Advanced/Professional,0,Yes,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
26,2,30000,94720,1,1000,Advanced/Professional,111000,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
62,36,30000,94720,3,700,Graduate,0,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
45,20,114000,94720,2,4400,Graduate,0,Yes,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
45,20,154000,94720,2,2800,Undergrad,0,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
49,23,49000,94720,1,1200,Graduate,0,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
24,-2,150000,94720,2,2000,Undergrad,0,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
63,33,52000,94720,4,1670,Advanced/Professional,0,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
50,25,130000,94720,1,1100,Graduate,0,Yes,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
64,39,73000,94720,3,2400,Undergrad,0,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
57,32,19000,94720,4,900,Graduate,0,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
45,19,19000,94720,3,500,Graduate,0,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
41,16,118000,94720,2,3300,Undergrad,0,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
46,22,28000,94720,1,1000,Undergrad,84000,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
29,3,154000,94720,2,2000,Undergrad,130000,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
42,18,31000,94720,1,300,Advanced/Professional,0,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
51,27,112000,94720,3,1800,Graduate,0,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
40,16,45000,94720,3,600,Graduate,204000,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
50,26,48000,94720,4,100,Advanced/Professional,0,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
25,1,62000,94720,4,0,Undergrad,229000,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
30,5,69000,94720,1,800,Graduate,0,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
41,17,20000,94720,1,1400,Advanced/Professional,0,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
37,12,42000,94720,3,700,Graduate,0,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
43,17,81000,94720,4,2600,Advanced/Professional,0,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
53,28,55000,94720,4,900,Undergrad,119000,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
31,5,79000,94720,4,2200,Graduate,0,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
41,17,48000,94720,3,300,Advanced/Professional,0,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
49,23,12000,94720,2,100,Advanced/Professional,0,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
34,9,138000,94720,2,7800,Undergrad,227000,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
28,2,19000,94720,4,400,Undergrad,0,No,37.87185,-122.25226,Berkeley,CA,California,TRUE,,2829,1551.4,6001,Alameda,"{""06001"": 100}",Alameda,6001,FALSE,FALSE,America/Los_Angeles
